,HSP1,HSP2,HSP3,HSP4,HSP5
BS1,1.5635617119584313,2.0337160590251786,0.39973919865900265,1.0000075901779226,0.00297544018019341
BS2,1.6914312515384817,2.2239768320267084,1.0787047868477144,0.0029435741608631436,0.002943555426269202
BS3,2.4396699907048682,0.5821164546624882,1.7042840799130243,0.2739294747204885,0.0
