,HSP1,HSP2,HSP3,HSP4,HSP5
BS1,1.5621892645621234,2.0322326270480513,0.3983271575807783,0.9985705301084631,0.001487720090096705
BS2,1.6901217684820462,2.222509323365195,1.077339851872393,0.0014717870804315718,0.001471777713134601
BS3,2.4385417550765283,0.5808947987992218,1.7031268260276575,0.2727562175067264,0.0
