,HSP1,HSP2,HSP3,HSP4,HSP5
BS1,0.3432754845665859,0.4522445269096881,0.08484200356605916,0.21616606452145345,0.0003134152003302055
BS2,0.4500927075983197,0.6018070418642002,0.2813469878781859,0.0003709444644018142,0.0003709379955061515
BS3,0.8391043145913079,0.1908918374277109,0.5757215192935974,0.08890747221369952,0.0
