,HSP1,HSP2,HSP3,HSP4,HSP5
BS1,0.3893842044336741,0.39020621752613116,0.3908671833087493,0.38998611129942995,0.39081968988500637
BS2,0.5627860492480317,0.5623865734948533,0.563096979179204,0.5622126779099973,0.5621197806610064
BS3,0.5582788331735243,0.5601252330438163,0.559994987399445,0.5581298090260519,0.5572575488733545
