,HSP1,HSP2,HSP3,HSP4,HSP5
BS1,0.668320173700553,0.5406168803660032,0.3997964704965316,0.2716572091894974,0.13056988453260143
BS2,1.0,0.810683015249635,0.6073142235072766,0.398910099279693,0.1941123246908643
BS3,0.9984927412567312,0.8065263275886658,0.6091341196323485,0.39223768559497285,0.20533598884414556
